Datetime,Open,High,Low,Close,Adj Close,Volume
2020-03-16 09:30:00-04:00,93.89994049072266,94.0,88.75083923339844,90.77899932861328,90.77899932861328,5476042
2020-03-16 10:30:00-04:00,90.82844543457031,98.97398376464844,90.73600006103516,96.79399871826172,96.79399871826172,4159948
2020-03-16 11:30:00-04:00,96.74600219726562,98.19999694824219,94.46599578857422,96.13400268554688,96.13400268554688,2306554
2020-03-16 12:30:00-04:00,96.10200500488281,96.9078598022461,93.0,93.39299774169922,93.39299774169922,1708450
2020-03-16 13:30:00-04:00,93.26200103759766,93.89799499511719,90.43599700927734,92.43900299072266,92.43900299072266,1796913
2020-03-16 14:30:00-04:00,92.41179656982422,95.02326202392578,91.77999877929688,92.23320007324219,92.23320007324219,2038188
2020-03-16 15:30:00-04:00,92.2721176147461,92.79988098144531,88.5999984741211,88.99601745605469,88.99601745605469,2255021
2020-03-17 09:30:00-04:00,88.99000549316406,89.56031799316406,79.19999694824219,83.9780044555664,83.9780044555664,7318649
2020-03-17 10:30:00-04:00,83.88400268554688,88.86198425292969,82.0,86.61799621582031,86.61799621582031,3399191
2020-03-17 11:30:00-04:00,86.60020446777344,94.37000274658203,85.62020111083984,87.52464294433594,87.52464294433594,4087548
2020-03-17 12:30:00-04:00,87.48600006103516,89.75151824951172,84.0,85.72999572753906,85.72999572753906,2526501
2020-03-17 13:30:00-04:00,85.7747802734375,88.5739974975586,85.41020202636719,87.78900146484375,87.78900146484375,2077324
2020-03-17 14:30:00-04:00,87.90599822998047,89.27999877929688,83.27000427246094,83.4010009765625,83.4010009765625,2322614
2020-03-17 15:30:00-04:00,83.34600067138672,87.12999725341797,83.15999603271484,86.0,86.0,1826062
2020-03-18 09:30:00-04:00,77.80000305175781,80.97200012207031,76.45999908447266,78.86699676513672,78.86699676513672,6248755
2020-03-18 10:30:00-04:00,78.93266296386719,79.4000015258789,75.64799499511719,76.22000122070312,76.22000122070312,3328746
2020-03-18 11:30:00-04:00,76.19599914550781,78.35600280761719,76.0999984741211,76.56599426269531,76.56599426269531,2213639
2020-03-18 12:30:00-04:00,76.64199829101562,76.81800079345703,72.00199890136719,72.30000305175781,72.30000305175781,2843769
2020-03-18 13:30:00-04:00,72.31300354003906,73.4000015258789,70.10200500488281,70.69268035888672,70.69268035888672,3163363
2020-03-18 14:30:00-04:00,70.63999938964844,72.79600524902344,70.3985595703125,70.9020004272461,70.9020004272461,3298081
2020-03-18 15:30:00-04:00,70.87000274658203,72.66999816894531,70.21599578857422,72.15399932861328,72.15399932861328,2019547
2020-03-19 09:30:00-04:00,74.93930053710938,86.96876525878906,71.83799743652344,84.13246154785156,84.13246154785156,10000715
2020-03-19 10:30:00-04:00,84.18440246582031,84.30998229980469,78.35200500488281,83.59406280517578,83.59406280517578,4829257
2020-03-19 11:30:00-04:00,83.50971984863281,83.62000274658203,80.60399627685547,82.71163940429688,82.71163940429688,2377977
2020-03-19 12:30:00-04:00,82.68699645996094,85.08966064453125,81.8759994506836,83.8270034790039,83.8270034790039,2547011
2020-03-19 13:30:00-04:00,83.6520004272461,87.39600372314453,83.4000015258789,86.65299987792969,86.65299987792969,2608508
2020-03-19 14:30:00-04:00,86.70399475097656,90.4000015258789,86.26201629638672,87.14099884033203,87.14099884033203,4572609
2020-03-19 15:30:00-04:00,87.19000244140625,87.80000305175781,84.0,85.45899963378906,85.45899963378906,2246171
2020-03-20 09:30:00-04:00,88.91917419433594,89.86000061035156,85.20999908447266,89.45800018310547,89.45800018310547,8049722
2020-03-20 10:30:00-04:00,89.4823989868164,95.4000015258789,88.80000305175781,91.04948425292969,91.04948425292969,6639811
2020-03-20 11:30:00-04:00,91.0250015258789,93.0,86.8187026977539,87.54600524902344,87.54600524902344,3284428
2020-03-20 12:30:00-04:00,87.54600524902344,90.54000091552734,87.36199951171875,87.9749984741211,87.9749984741211,2579962
2020-03-20 13:30:00-04:00,87.9280014038086,88.72200012207031,86.34000396728516,86.51200103759766,86.51200103759766,1860067
2020-03-20 14:30:00-04:00,86.69798278808594,87.5719985961914,85.20800018310547,87.44400024414062,87.44400024414062,3013427
2020-03-20 15:30:00-04:00,87.31071472167969,88.57600402832031,85.34000396728516,85.50599670410156,85.50599670410156,2361952
2020-03-23 09:30:00-04:00,86.08100128173828,87.98397827148438,82.36314392089844,86.30000305175781,86.30000305175781,5036819
2020-03-23 10:30:00-04:00,85.89799499511719,86.80000305175781,82.0999984741211,82.33000183105469,82.33000183105469,2301054
2020-03-23 11:30:00-04:00,82.34400177001953,85.60600280761719,82.2225570678711,84.7280044555664,84.7280044555664,2276147
2020-03-23 12:30:00-04:00,84.75,88.00599670410156,84.0999984741211,86.47435760498047,86.47435760498047,2527271
2020-03-23 13:30:00-04:00,86.44200134277344,87.15999603271484,84.58195495605469,85.78167724609375,85.78167724609375,1417377
2020-03-23 14:30:00-04:00,85.83000183105469,86.81999969482422,85.04199981689453,85.36978149414062,85.36978149414062,1448293
2020-03-23 15:30:00-04:00,85.35800170898438,87.10399627685547,84.68400573730469,86.85800170898438,86.85800170898438,1146639
2020-03-24 09:30:00-04:00,95.45999908447266,102.23600006103516,95.0,101.00199890136719,101.00199890136719,8171009
2020-03-24 10:30:00-04:00,100.84000396728516,101.25999450683594,97.80333709716797,100.74400329589844,100.74400329589844,3618558
2020-03-24 11:30:00-04:00,100.76599884033203,102.4000015258789,99.44999694824219,101.83599853515625,101.83599853515625,2608239
2020-03-24 12:30:00-04:00,101.81999969482422,102.73799896240234,99.30000305175781,100.0,100.0,2058087
2020-03-24 13:30:00-04:00,100.06099700927734,101.56797790527344,98.04000091552734,99.40599822998047,99.40599822998047,1936305
2020-03-24 14:30:00-04:00,99.40599822998047,100.97661590576172,98.74000549316406,100.54600524902344,100.54600524902344,1902318
2020-03-24 15:30:00-04:00,100.5219955444336,101.94795989990234,100.00199890136719,100.947998046875,100.947998046875,1849900
2020-03-25 09:30:00-04:00,109.05000305175781,110.6760025024414,102.22200012207031,105.10200500488281,105.10200500488281,7677483
2020-03-25 10:30:00-04:00,105.13899993896484,109.1310043334961,105.13899993896484,108.4280014038086,108.4280014038086,3561140
2020-03-25 11:30:00-04:00,108.5387954711914,110.80000305175781,107.70500183105469,110.57087707519531,110.57087707519531,2481201
2020-03-25 12:30:00-04:00,110.36997985839844,110.5050048828125,108.4540023803711,108.98199462890625,108.98199462890625,1728630
2020-03-25 13:30:00-04:00,109.04000091552734,109.69000244140625,107.0,107.7300033569336,107.7300033569336,1621653
2020-03-25 14:30:00-04:00,107.76600646972656,110.67926025390625,107.19999694824219,109.09200286865234,109.09200286865234,1969730
2020-03-25 15:30:00-04:00,109.16800689697266,110.53800201416016,106.70799255371094,107.83499908447266,107.83499908447266,1769378
2020-03-26 09:30:00-04:00,109.4780044555664,112.0,108.40999603271484,109.19999694824219,109.19999694824219,4584550
2020-03-26 10:30:00-04:00,109.22200012207031,110.07647705078125,106.84200286865234,107.4939956665039,107.4939956665039,2454355
2020-03-26 11:30:00-04:00,107.49000549316406,108.5999984741211,106.1520004272461,107.23199462890625,107.23199462890625,2035761
2020-03-26 12:30:00-04:00,107.23399353027344,107.3239974975586,103.4439926147461,103.69300842285156,103.69300842285156,2227925
2020-03-26 13:30:00-04:00,103.60600280761719,104.7979965209961,102.44999694824219,103.531982421875,103.531982421875,2394326
2020-03-26 14:30:00-04:00,103.56199645996094,105.3449935913086,103.19999694824219,105.14200592041016,105.14200592041016,1631850
2020-03-26 15:30:00-04:00,105.15667724609375,105.80000305175781,103.1780014038086,105.60600280761719,105.60600280761719,1754578
2020-03-27 09:30:00-04:00,101.0,101.95399475097656,98.84600067138672,100.24000549316406,100.24000549316406,4088771
2020-03-27 10:30:00-04:00,100.02400207519531,101.5,99.39399719238281,100.5999984741211,100.5999984741211,1704303
2020-03-27 11:30:00-04:00,100.60600280761719,101.0,99.81999969482422,100.1500015258789,100.1500015258789,1078154
2020-03-27 12:30:00-04:00,100.16400146484375,101.3280029296875,100.01478576660156,100.92021942138672,100.92021942138672,1128757
2020-03-27 13:30:00-04:00,100.95399475097656,103.28800201416016,100.86599731445312,102.36577606201172,102.36577606201172,1928863
2020-03-27 14:30:00-04:00,102.2979965209961,105.15999603271484,102.16068267822266,103.57600402832031,103.57600402832031,2265430
2020-03-27 15:30:00-04:00,103.58199310302734,104.48199462890625,102.8280029296875,102.91200256347656,102.91200256347656,1673035
2020-03-30 09:30:00-04:00,102.05400085449219,103.15999603271484,98.85202026367188,99.5999984741211,99.5999984741211,3369120
2020-03-30 10:30:00-04:00,99.58712005615234,100.9000015258789,99.54000091552734,100.79000091552734,100.79000091552734,1621039
2020-03-30 11:30:00-04:00,100.80000305175781,103.32942199707031,100.80000305175781,102.80000305175781,102.80000305175781,1831181
2020-03-30 12:30:00-04:00,102.75199890136719,102.75199890136719,100.88400268554688,101.16799926757812,101.16799926757812,1199010
2020-03-30 13:30:00-04:00,101.19000244140625,101.6520004272461,100.0,101.11199951171875,101.11199951171875,1207802
2020-03-30 14:30:00-04:00,101.12809753417969,101.63200378417969,100.21479797363281,100.68199920654297,100.68199920654297,1210794
